List;Description;Title;Hex;Data;Save;Version;Developer;Info;Likes;URL;Source;Start;End;Hash
0;Bootloader;arduboy-fx-loader.png;;;;;;./Cart_GetList.php?listId=4&filename=full;;;;;;
1;Maintenance;8BitCadeXL/category-screens/Maintenance.png;;;;;;;;;;;;;
1;Battery Test;8BitCadeXL/Maintenance/Battery Test.png;8BitCadeXL/Maintenance/Battery Test.hex;;;1.0;Jack Daly;Test the battery on your 8BitCadeXL;;;;;;;
12;Lagunita;8BitCadeXL/Puzzle/Lagunita.png;8BitCadeXL/Puzzle/Lagunita.hex;;;1.0;Renato Grotessi;A 1D wild west town builder game for Arduboy.;;https://community.arduboy.com/t/lagunita-a-1d-wild-west-town-builder/8135;https://github.com/renato-grottesi/arduboy;;;;
12;Lite Out;8BitCadeXL/Puzzle/LiteOut.png;8BitCadeXL/Puzzle/LiteOut.hex;;;1.0;kmk1018;Lite/Out is a game where you have to turn off all of the lights, but every time you change a light, the surrounding lights change. The game consists of a 5-by-5 grid where some of the blocks are lit up. You'll complete the level when all of the blocks are not lit.;;https://community.arduboy.com/t/lite-out-a-turn-off-all-the-lights-style-game/2711;https://github.com/kmkroski/ArduboyLiteOut;na;na;na;
12;Logix;8BitCadeXL/Puzzle/Logix.png;8BitCadeXL/Puzzle/Logix.hex;;;1.0;Press Play on Tape;Logix is an educational game that teaches the basic logic gates used in digital electronics. Once you have completed some introductory puzzles that feature a single gate each, you can move on to harder puzzles that test your learning!;;https://community.arduboy.com/t/logix-game-jam-3/5691;https://github.com/Press-Play-On-Tape/Logix;416;418;0;
12;Match The Shape;8BitCadeXL/Puzzle/MatchtheShape.png;8BitCadeXL/Puzzle/MatchtheShape.hex;;;;;;;;;;;;
12;MAZEZAM;8BitCadeXL/Puzzle/Mazam.png;8BitCadeXL/Puzzle/Mazam.hex;;;1.0;ardubeast;The game is similar to Sokoban since the player is able to push (and not pull) boxes. One difference is that the boxes can only be pushed horizontally, and any push causes all of the boxes in that particular row to be moved. Another difference is that the player is only trying to exit the level as opposed to putting the boxes in the correct locations.;;https://community.arduboy.com/t/mazezam-puzzle-game/3723;https://src-code.simons-rock.edu/git/mgreenblatt15/MAZEZAM;526;606;0;
12;Mazogs;8BitCadeXL/Puzzle/Mazogs.png;8BitCadeXL/Puzzle/Mazogs.hex;;;1.0;Brian;A port of the 1982 game 'Mazogs' for the ZX81 adapted for the Arduboy;;https://community.arduboy.com/t/mazogs-a-port-of-the-zx81-maze-adventure-game/676;https://github.com/briansm-github/mazogs;na;na;na;
12;MicroCity;8BitCadeXL/Puzzle/MicroCity.png;8BitCadeXL/Puzzle/MicroCity.hex;;;1.3;jhhoward;MicroCity is a city simulation game inspired by SimCity.;;https://community.arduboy.com/t/microcity-city-simulation-in-your-pocket/4808;https://github.com/jhhoward/MicroCity/releases;16;1011;0;
12;Minesweeper;8BitCadeXL/Puzzle/Minesweeper Phrap.png;8BitCadeXL/Puzzle/Minesweeper Phrap.hex;;;1.0;Pharap;The classic Minesweeper for the Arduboy.;;https://community.arduboy.com/t/minesweeper-v2-0-0-multiple-languages-available/5642;https://github.com/Pharap/Minesweeper;512;523;1;
12;Minesweeper 2;8BitCadeXL/Puzzle/Minesweeper.png;8BitCadeXL/Puzzle/Minesweeper.hex;;;;;;;;;;;;
12;Modus;8BitCadeXL/Puzzle/Modus.png;8BitCadeXL/Puzzle/Modus.hex;;;;;;;;;;;;
12;NumberMind;8BitCadeXL/Puzzle/NumberMind.png;8BitCadeXL/Puzzle/NumberMind.hex;;;1.0;Yoshi;NumberMind - A Master Mind type game with numbers;;https://community.arduboy.com/t/numbermind-a-master-mind-type-game-with-numbers/1516;https://github.com/yoshi41/NumberMind;na;na;na;
12;PiCross;8BitCadeXL/Puzzle/Picross.png;8BitCadeXL/Puzzle/Picross.hex;;;1.0;Press Play On Tape;Classic PiCross game with over 150 levels!;;https://community.arduboy.com/t/picross-1-0/8192;https://github.com/Press-Play-On-Tape/PiCross;150;970;0;
12;Project Puzzle;8BitCadeXL/Puzzle/ProjectPuzzle.png;8BitCadeXL/Puzzle/ProjectPuzzle.hex;;;;;;;;;;;;
12;Puzzle Pack;8BitCadeXL/Puzzle/Puzzle Pack.png;8BitCadeXL/Puzzle/Puzzle Pack.hex;;;;;;;;;;;;
12;Quadrastic;8BitCadeXL/Puzzle/Quadrastic.png;8BitCadeXL/Puzzle/Quadrastic.hex;;;1.01;dragula96;Quadrastic a simple addictive game based off a favorite psp homebrew game called Squarez.;;https://community.arduboy.com/t/quadrastic-secure-the-point-avoid-the-enemies/2941;https://github.com/dragula96/Quadrastic;na;na;na;
12;Ring Puzzle;8BitCadeXL/Puzzle/Ring.png;8BitCadeXL/Puzzle/Ring.hex;;;1.0;SSNikolaevich;A simple puzzle game with toroidal topology;;https://community.arduboy.com/t/ring-puzzle-game/4497;https://github.com/SSNikolaevich/ring_puzzle_game;58;61;0;
12;SF Cave;8BitCadeXL/Puzzle/SFCave.png;8BitCadeXL/Puzzle/SFCave.hex;;;1.0;Slade1972;A remake of a palm pilot game.;;https://community.arduboy.com/t/port-of-sfcave-by-stephanie-maks/2955;https://github.com/Slade1972/SFCave;16;22;0;
12;Stairs Sweep;8BitCadeXL/Puzzle/StairsSweep.png;8BitCadeXL/Puzzle/StairsSweep.hex;;;1.0;Obono;A falling block puzzle game.;;https://community.arduboy.com/t/stairs-sweep-a-falling-block-puzzle-game/8259;https://github.com/obono/ArduboyWorks;736;767;0;
12;Tet;8BitCadeXL/Puzzle/Tet.png;8BitCadeXL/Puzzle/Tet.hex;;;;;;;;;;;;
12;Tetris;8BitCadeXL/Puzzle/Tetris.png;8BitCadeXL/Puzzle/Tetris.hex;;;;;;;;;;;;
12;Tiny Tris;8BitCadeXL/Puzzle/Tiny Tris.png;8BitCadeXL/Puzzle/Tiny Tris.hex;;;1.0;Daniel C;A falling-block game sort of like Tetris.;;https://sites.google.com/view/arduino-collection/arduboy;https://drive.google.com/uc?export=download&id=1Z95DAXjxEE6HxZSJlG23M-eDeGxR4cF0;;;;
12;Tiny Morpion;8BitCadeXL/Puzzle/TinyMorpion.png;8BitCadeXL/Puzzle/TinyMorpion.hex;;;1.0;Daniel C (Electro L.I.B);The best Tic Tac Toe version available for the Arduboy!;;https://sites.google.com/view/arduino-collection/arduboy;https://drive.google.com/uc?export=download&id=1ccm38g-7tMyXEZGcaTZP5Dfuz2U_dIJW;;;;
12;Tres;8BitCadeXL/Puzzle/Tres.png;8BitCadeXL/Puzzle/Tres.hex;;;1.0;cajogold;A Threes! clone.;;https://community.arduboy.com/t/tres-tile-game-a-threes-clone/2921;https://github.com/cajogold/tres;528;563;0;
12;Worlds Hardest Game;8BitCadeXL/Puzzle/WHG.png;8BitCadeXL/Puzzle/WHG.hex;;;1.0;Sorunome;It lives up to its name .. man this is hard!;;http://legacy.gamebuino.com/forum/viewtopic.php?f=13&t=3046;;;;;
12;Santa's Happy Little Packer;8BitCadeXL/Board/Xmas_Puz.png;8BitCadeXL/Board/Xmas_Puz.hex;;;1.0;eried;Santa needs help, he has a lot of gifts and you need to fit them in his sleigh filling all the spaces.;;https://community.arduboy.com/t/santas-happy-little-packer-help-santa-to-fill-the-sleigh/4623;https://github.com/eried/ArduboyXmasGame;;;;
13;Racing;8BitCadeXL/category-screens/Racing.png;;;;;;;;;;;;;
13;ArduboyRacing;8BitCadeXL/Racing/ArduboyRacing.png;8BitCadeXL/Racing/ArduboyRacing.hex;;;;;;;;;;;;
13;ArduBuggy;8BitCadeXL/Arcade/ArduBuggy.png;8BitCadeXL/Arcade/ArduBuggy.hex;;;1.0;Nono_Nano;A moon patrol remake.;;https://community.arduboy.com/t/ardu-buggy-1-0/3224;https://github.com/NonoNano/ArduBuggy;na;na;na;
13;'Ard Drivin';8BitCadeXL/Arcade/Ard-Drivin.png;8BitCadeXL/Arcade/Ard-Drivin.hex;;;1.0;Rem;A fast paced racing sim.;;https://community.arduboy.com/t/ard-drivin-fast-paced-racing-sim/3178;https://github.com/rveilleux/ard-drivin;na;na;na;
13;ArduRacer;8BitCadeXL/Racing/ArduRacer.png;8BitCadeXL/Racing/ArduRacer.hex;;;1.0;TonyM128;A top down racing time trail racing game for the ArduBoy similar to Trackmania;;https://community.arduboy.com/t/arduracer-a-trackmania-type-time-trial-game/8850;https://github.com/tonym128/ArduRacer;812;837;0;
13;Road Trip;8BitCadeXL/Racing/RoadTrip.png;8BitCadeXL/Racing/RoadTrip.hex;;;1.1;Press Play on Tape;Inspired by the Atari 2600 game Enduro. Strap on your goggles. Sink into your seat. And leave all your fears in the pit. You're about to enter the race of your life. You'll be required to pass lots of cars each day. From sunrise to sunset - as fast as you can. Welcome to the National Enduro!;;https://community.arduboy.com/t/road-trip-v1-1/9716;https://github.com/Press-Play-On-Tape/RoadTrip;166;193;0;
13;Bone Shakers;8BitCadeXL/Racing/BoneShakerRacing.png;8BitCadeXL/Racing/BoneShakerRacing.hex;;;1.0;jhhoward;Bone Shakers is a racing game where skeletons ride unicycles around a dungeon race track. In part inspired by Super Mario Kart for the SNES.;;https://community.arduboy.com/t/bone-shakers-unofficial-game-jam-4/6406;https://github.com/jhhoward/BoneShakers/releases;na;na;na;
13;Carboy;8BitCadeXL/Racing/Carboy.png;8BitCadeXL/Racing/Carboy.hex;;;;;;;;;;;;
13;Crates;8BitCadeXL/Racing/Crates.png;8BitCadeXL/Racing/Crates.hex;;;1.0;jessemillar;Pablo is a penguin. A penguin who likes cars. And stealing. Stealing cars. He uses these stolen cars to transport certain types of goods wanted by certain types of people to certain places that the police, ahem, cops, may or may not necessarily approve of. You wanna work for Pablo? You gotta prove yourself. Strap in, hit that gas pedal, and get delivering!;;https://community.arduboy.com/t/crates-pedal-to-the-metal-car-crime/6744;https://github.com/jessemillar/crates;;;;
13;Crates 3D;8BitCadeXL/Racing/Crates3D.png;8BitCadeXL/Racing/Crates3D.hex;;;1.0;Brian;A port of the 3D puzzle game originally written for the TI-83 calculator.;;https://community.arduboy.com/t/crates-3d-a-port-of-the-ti-83-puzzle-game/1540;https://github.com/briansm-github/Crates3D/;150;923;0;
13;Crazy Kart;8BitCadeXL/Racing/CrazyKart.png;8BitCadeXL/Racing/CrazyKart.hex;;;1.0;Alberto;Mario Kart for the Arduboy.;;https://community.arduboy.com/t/crazykart-my-first-game/856;https://github.com/Veilkrand/Arduboy-CrazyKart;na;na;na;
13;Randocity;8BitCadeXL/Racing/Randocity.png;8BitCadeXL/Racing/Randocity.hex;;;1.0;Paul Wasson;Arduboy large open-world procedurally generated city motorcycle game with 3 play modes.;;https://community.arduboy.com/t/randocity-a-large-open-world-motorcycle-game/8375;https://github.com/pmwasson/Randocity;480;492;0;
13;Tiny Bike;8BitCadeXL/Racing/Tiny Bike.png;8BitCadeXL/Racing/Tiny Bike.hex;;;1.0;ElectroLIB;Compete in races on your BMX.;;https://sites.google.com/view/arduino-collection/arduboy;https://drive.google.com/uc?export=download&id=1ZHb9w3hvMHKcLtnvLyi03RgNx2tVH_1r;na;na;na;
13;UFO-Race;8BitCadeXL/Racing/Uforace.png;8BitCadeXL/Racing/Uforace.hex;;;1.0;Aurelien Rodot;One single race. One single goal. Finish the lap as fast as possible, you're running against the clock!;;http://legacy.gamebuino.com/forum/viewtopic.php?f=17&t=972;;0;59;0;
14;RPG;8BitCadeXL/category-screens/RPG.png;;;;;;;;;;;;;
14;ArduRogue;8BitCadeXL/RPG/ArduRogue.png;8BitCadeXL/RPG/ArduRogue.hex;;;1.0;brow1067;ArduRogue: a traditional roguelike for the Arduboy.;;https://community.arduboy.com/t/ardurogue-a-traditional-roguelike-for-the-arduboy/10411;https://github.com/tiberiusbrown/ardurogue;;;;
14;Arduventure;8BitCadeXL/RPG/Arduventure.png;8BitCadeXL/RPG/Arduventure.hex;;;1.0;Team ARG;Arduventure is a classic top-down 8-Bit RPG with original monochrome graphics and musical score. Collect items, weapons, armor, amulets and magic to fight enemies in turn-based battle system. Explore a massive world map larger than the one in Zelda: Links Awakening!;;https://community.arduboy.com/t/arduventure-12th-team-a-r-g-game/5651;;16;65;0;
14;Ardynia;8BitCadeXL/RPG/Ardynia.png;8BitCadeXL/RPG/Ardynia.hex;;;1.0;city41;Ardynia - a Zelda style adventure.;;https://community.arduboy.com/t/ardynia-a-zelda-style-adventure/6336;https://github.com/city41/ardynia/releases;64;124;0;
14;Catacombs Of The Damned;8BitCadeXL/RPG/COTD.png;8BitCadeXL/RPG/COTD.hex;;;1.0;jhhoward;Catacombs of the Damned! is a first person shooter / dungeon crawler where you navigate 10 floors of a randomly generated dungeon dispatching monsters with your magic fireballs whilst collecting as much loot as possible.;;https://community.arduboy.com/t/catacombs-of-the-damned-formerly-another-fps-style-3d-demo/6565;https://github.com/jhhoward/Arduboy3D;na;na;na;
14;Cripple Mr Onion;8BitCadeXL/RPG/Cripple Mr Onion.png;8BitCadeXL/RPG/Cripple Mr Onion.hex;;;1.0;fentonc;A hilariously complicated combination of poker and blackjack, using an 8-suited deck. You can customize your character, accumulate money through betting, etc. As you gain money, your 'rank' increases, with the ultimate goal of being rich enough to become the Patrician of Ankh-Morpork!;;https://community.arduboy.com/t/cripple-mr-onion/3301;;24;40;0;
14;Curse of Astarok;8BitCadeXL/RPG/Astarok.png;8BitCadeXL/RPG/Astarok.hex;;;1.0;Press Play On Tape;The evil AstaroK has cast a nasty curse on the folk of Griford and turned them into pumpkins! The town's people have asked you to battle the AstaroK and his evil friends in their hideout - an old castle on the edge of town. Can you release the town from the curse of AstaroK?;;https://community.arduboy.com/t/the-curse-of-astarok-v1-0-with-sound/8203;https://github.com/Press-Play-On-Tape/The-Curse-Of-AstaroK;101;293;0;
14;Trials of Astarok;8BitCadeXL/RPG/Curse of Astarok.png;8BitCadeXL/RPG/Curse of Astarok.hex;;;1.0;Press Play On Tape;Each year the people of the village choose a new champion to protect them from Astarok. Compete in the trials to see how far you can get and you could be that champion! Your choice of runes will select different courses .. some are easier than others!;;https://community.arduboy.com/t/trials-of-astarok-v1-0/10262;https://github.com/Press-Play-On-Tape/TrialsOfAstarok;516;545;0;
14;Dark and Under;8BitCadeXL/RPG/DarkAndUnder.png;8BitCadeXL/RPG/DarkAndUnder.hex;;;1.0;Garage Collective;A dungeon crawler for the Arduboy.;;https://community.arduboy.com/t/dark-under-a-dungeon-crawler/4637;https://github.com/Garage-Collective;116;144;0;
14;Escape Game;8BitCadeXL/RPG/Escape Game.png;8BitCadeXL/RPG/Escape Game.hex;;;;;;;;;;;;
14;Garboyle's Quest;8BitCadeXL/RPG/Garboyles Quest.png;8BitCadeXL/RPG/Garboyles Quest.hex;;;1.0;Cedric Martin;A remake of the CAPCOMM game of the same name.;;https://community.arduboy.com/t/garboyles-quest/9644;https://github.com/skaterced/Garboyle-s_Quest;;;;
14;Hypercube;8BitCadeXL/RPG/Hypercube.png;8BitCadeXL/RPG/Hypercube.hex;;;;;;;;;;;;
14;MayQ;8BitCadeXL/RPG/MayQ.png;8BitCadeXL/RPG/MayQ.hex;;;1.0;cobinee;Explore the dungeon and battle the monsters and bats.;;http://blog.livedoor.jp/cobinee/archives/1930726.html;https://drive.google.com/open?id=0B-h3onC0rh-dUkZkS0tLX0dEaVk;;;;
14;Mini Rogue;8BitCadeXL/RPG/MiniRogue.png;8BitCadeXL/RPG/MiniRogue.hex;;;1.0;Press Play On Tape;Mini Rogue is a 9-card game in which a single player delves into a deep dungeon to get the famous ruby called The Og's Blood on the bottom floor. The player must choose how to spend their resources in order to be powerful enough to confront ever difficult monsters. Random events and encounters make every play-through a unique experience.;;https://community.arduboy.com/t/mini-rogue-unofficial-game-jam-4/6405;https://github.com/Press-Play-On-Tape/MiniRogue;140;146;0;
14;Shattered Lands;8BitCadeXL/RPG/SL1.png;8BitCadeXL/RPG/SL1.hex;;;1.4;tuxinator2009;Shattered Lands - a multi-part RPG saga for Arduboy.;;https://community.arduboy.com/t/shattered-lands-a-multi-part-rpg-saga-for-arduboy/8400;https://github.com/tuxinator2009/ShatteredLands;16;70;0;
14;Shattered Lands 2 - Sea of Despair;8BitCadeXL/RPG/SL2.png;8BitCadeXL/RPG/SL2.hex;;;;;;;;;;;;
14;Tackle Box;8BitCadeXL/RPG/Tacklebox.png;8BitCadeXL/RPG/Tacklebox.hex;;;1.0;city41;Similar to the classic Legend of the River King, Tackle Box is a fishing-themed role playing video game.;;http://city41.games/tacklebox/;https://github.com/city41/tacklebox;64;182;0;
14;Tamaguino AB;8BitCadeXL/RPG/Tamaguino.png;8BitCadeXL/RPG/Tamaguino.hex;;;1.0;Keyboard_Camper;Tamagotchi for the Arduboy.;;https://community.arduboy.com/t/tamaguino-ab-tamagotchi-for-arduino/4806;https://github.com/KeyboardCamper/Tamaguino-AB;na;na;na;
14;The Quest For Truth;8BitCadeXL/RPG/TQFT.png;8BitCadeXL/RPG/TQFT.hex;;;1.0;Timmy O' Toole;A platformer game with elements of RPG and puzzle-solving challenges.;;https://community.arduboy.com/t/the-quest-for-truth-an-rpg-style-platformer/8424;https://github.com/GuillaumeElias/TheQuestForTruth;na;na;na;
14;Virus LQP-79;8BitCadeXL/RPG/Virus.png;8BitCadeXL/RPG/Virus.hex;;;1.0;Team ARG;A virus turned your neighbours into Zombies but not all are infected. Find them .. quick!;;https://community.arduboy.com/t/virus-lqp-79-eighth-team-a-r-g-game/1646;;80;88;0;
15;Shooter;8BitCadeXL/category-screens/Shooter.png;;;;;;;;;;;;;
15;101 Starships;8BitCadeXL/Shooter/101Starships.png;8BitCadeXL/Shooter/101Starships.hex;;;1.0;Zoglu;A horizontal space shoot 'em up.;;http://legacy.gamebuino.com/forum/viewtopic.php?f=17&t=1231;;0;1;0;
15;1944 The Battle of Midway;8BitCadeXL/Shooter/1944.png;8BitCadeXL/Shooter/1944.hex;;;1.0;Press Play On Tape;A remake of the classic CapCom game 1944 The Battle of Midway.;;https://community.arduboy.com/t/1944-return-to-midway-fx/6957;https://github.com/Press-Play-On-Tape/Nineteen44;200;234;1;
15;Alien Mine;8BitCadeXL/Shooter/Alien_Mine.png;8BitCadeXL/Shooter/Alien_Mine.hex;;;;;;;;;;;;
15;Arduis;8BitCadeXL/Shooter/Arduis.png;8BitCadeXL/Shooter/Arduis.hex;;;;;;;;;;;;
15;ArduShoot;8BitCadeXL/Shooter/ArduShoot.png;8BitCadeXL/Shooter/ArduShoot.hex;;;;;;;;;;;;
15;ArduToids;8BitCadeXL/Shooter/ArduToids.png;8BitCadeXL/Shooter/ArduToids.hex;;;;;;;;;;;;
15;Armageddon;8BitCadeXL/Shooter/Armageddon.png;8BitCadeXL/Shooter/Armageddon.hex;;;1.0;wuuff;You have been tasked with the defense of six cities from the incoming nuclear apocalypse. You have only two launchers to shoot down incoming missiles. Survive as long as you can to delay the inevitable end of the world.;;http://legacy.gamebuino.com/forum/viewtopic.php?f=17&t=3495;;0;74;0;
15;ARtillery;8BitCadeXL/Shooter/Artillary.png;8BitCadeXL/Shooter/Artillary.hex;;;1.0;Bergasms;A remake of the classic Tanks game from the Amiga by Gary Roberts.;;https://community.arduboy.com/t/artillery-tanks-remake-by-bergasms/2937;http://www.bergasms.com/arduboy/ARtillery/ARtillery.zip;na;na;na;
15;Asterocks;8BitCadeXL/Shooter/Asterocks.png;8BitCadeXL/Shooter/Asterocks.hex;;;;;;;;;;;;
15;Astroid Belt;8BitCadeXL/Shooter/Astroid Belt.png;8BitCadeXL/Shooter/Astroid Belt.hex;;;;;;;;;;;;
15;BAMFSHE;8BitCadeXL/Shooter/BAMFSHE.png;8BitCadeXL/Shooter/BAMFSHE.hex;;;;;;;;;;;;
15;CosmicPods;8BitCadeXL/Shooter/CosmicPods.png;8BitCadeXL/Shooter/CosmicPods.hex;;;1.0;cubic9com;CosmicPods is a tiny shoot-'em-up game. You are a cosmic squid, shoot octopuses up!;;https://community.arduboy.com/t/cosmicpods-tiny-shoot-em-up-game-for-arduboy/3964;https://github.com/cubic9com/CosmicPods;na;na;na;
15;CowBro;8BitCadeXL/Shooter/CowBro.png;8BitCadeXL/Shooter/CowBro.hex;;;1.0;GERD;You are a cowboy and have to shoot randomly generated targets and grab time bonuses that drop from the top of the stage to continue.;;https://community.arduboy.com/t/cowbro-a-fast-paced-action-game/2450;https://github.com/GerdGames/CowBro;na;na;na;
15;Defenduino;8BitCadeXL/Shooter/Defender.png;8BitCadeXL/Shooter/Defender.hex;;;V1.2;Alex McChesney;An arcade classic comes to your Arduboy. Skim the planets surface defending the helpless humanoids from the evil alien landers intent on abducting them and becoming powerful mutants. Controls Fly your ship with updownleft and right. Press B to fire and A to activate your smart bomb In an emergency pressing AB together will activate your hyperdrive and send you to a random part of the planet. but beware It may not be a safe spot. You start with three lives and three bombs. An extra life and smart bomb are awarded every 10000 points. ;;https://washingup.itch.io/defenduino;https://bitbucket.org/alexmcchessers/defenduino/src/master/;;;;
15;Do You Remember Love?;8BitCadeXL/Shooter/DYRLove.png;8BitCadeXL/Shooter/DYRLove.hex;;;1.0;cobinee;A space shoot 'em up where the attackers come rom all angles.;;http://blog.livedoor.jp/cobinee/archives/1906379.html;https://drive.google.com/open?id=0B-h3onC0rh-dQzNEZHFxYk9RaVU;;;;
15;Evade;8BitCadeXL/Shooter/Evade.png;8BitCadeXL/Shooter/Evade.hex;;;1.0;Modus Create;Side scrolling space shooter.;;https://community.arduboy.com/t/evade-side-scrolling-space-shooter/2712;https://github.com/ModusCreateOrg/evade-arduboy-game;0;57;0;
15;Evade 2;8BitCadeXL/Shooter/Evade2.png;8BitCadeXL/Shooter/Evade2.hex;;;1.0;Modus Create;A space flight / fight simulator.;;https://community.arduboy.com/t/evade-2-arduboys-first-space-flight-sim/4634;https://github.com/ModusCreateOrg/evade2;na;na;na;
15;Galaxian;8BitCadeXL/Shooter/Galaxion.png;8BitCadeXL/Shooter/Galaxion.hex;;;1.0;tak02;The classic NAMCO game!;;;https://github.com/tako2/galaxion;na;na;na;
15;HFC;8BitCadeXL/Shooter/HFC.png;8BitCadeXL/Shooter/HFC.hex;;;;;;;;;;;;
15;Humanity Revenge;8BitCadeXL/Shooter/Humanity_Revenge.png;8BitCadeXL/Shooter/Humanity_Revenge.hex;;;1.0;giangregorioc;It's a shoot 'em up quite hard, with 3 ship to choose from (different speed and weapons), 5 enemies with different characteristics, three big bosses, bomb and power-up, highscore and so on.;;https://community.arduboy.com/t/humanity-revenge-is-back-humanity-revenge-directors-cut/4296;https://github.com/giangregorio/Humanity_Revenge_DC;32;45;0;
15;i4Arduboy;8BitCadeXL/Shooter/i4.png;8BitCadeXL/Shooter/i4.hex;;;1.0;Yomogimaru;i4arduboy is a horizontal shmup. Control a submarine and snipe far enemies on off-screen with torpedos!;;https://community.arduboy.com/t/i4arduboy-a-shmup-with-long-range-sniping/569;https://github.com/yomogimaru/i4arduboy;150;174;0;
15;1nvader;8BitCadeXL/Shooter/1nvader.png;8BitCadeXL/Shooter/1nvader.hex;;;1.0;Press Play On Tape;1NVADER is a one or two-player game played with one button, one laser, one 1NVADER, and one life. Play co-operatively, or competitively with a friend, or face the 1NVADER alone.;;https://community.arduboy.com/t/1nvader-v1-0/9665;https://github.com/Press-Play-On-Tape/1nvader;143;155;1;
15;Invaders;8BitCadeXL/Shooter/Invaders Classic.png;8BitCadeXL/Shooter/Invaders Classic.hex;;;1.0;yoda;Classic Space Invaders clone.;;http://legacy.gamebuino.com/forum/viewtopic.php?f=17&t=916;;na;na;na;
15;Picovaders;8BitCadeXL/Shooter/Invaders.png;8BitCadeXL/Shooter/Invaders.hex;;;1.0;boochow;Picovaders is a space invaders-like shooting game for Arduboy.;;https://community.arduboy.com/t/picovaders-a-space-invaders-like-shooting-game/2127;https://github.com/boochow/picovaders;;;;
15;Juno First;8BitCadeXL/Shooter/JunoFirst.png;8BitCadeXL/Shooter/JunoFirst.hex;;;1.0.1;Press Play On Tape;Kill each wave of attacking aliens before you fuel or health runs out. Rescue the captured astronaut to get extra points!;;https://community.arduboy.com/t/juno-first-1-01/5554;https://github.com/Press-Play-On-Tape/JunoFirst;316;358;0;
15;Love Rush;8BitCadeXL/Shooter/LoveRush.png;8BitCadeXL/Shooter/LoveRush.hex;;;1.0;Vampirics;A cute infinite shooter for Arduboy.;;https://community.arduboy.com/t/loverush-cute-infinite-shooter/5424;https://github.com/vampirics/LoveRush;144;147;0;
15;MallARD Hunt;8BitCadeXL/Shooter/MallARD Hunt.png;8BitCadeXL/Shooter/MallARD Hunt.hex;;;1.0;pixelplatforms;Duck shooting on the Arduboy.;;https://community.arduboy.com/t/mallard-hunt-an-homage/5696;https://github.com/gdmcvittie/MallARDHunt;;;;
15;MicroTank;8BitCadeXL/Shooter/MicroTank.png;8BitCadeXL/Shooter/MicroTank.hex;;;1.0;hartmann1301;You start with a small tank and your goal is to get as deep as possilbe into enemy territory. Some enemys drop coins for upgrading the weapon of your choice.;;https://community.arduboy.com/t/microtank-a-shooter-game/7085,https://github.com/hartmann1301/MircoT;;na;na;na;
15;Night Raid;8BitCadeXL/Shooter/NightRaid.png;8BitCadeXL/Shooter/NightRaid.hex;;;1.0;epbarger;It's extremely similar to Missile Command.;;https://community.arduboy.com/t/night-raid-missile-command-clone/2416;https://github.com/epbarger/night-raid;400;421;0;
15;Now Eradicate Robots;8BitCadeXL/Shooter/Now Eradicate Robots.png;8BitCadeXL/Shooter/Now Eradicate Robots.hex;;;;;;;;;;;;
15;Petit of the Dead;8BitCadeXL/Shooter/Petite of the Dead.png;8BitCadeXL/Shooter/Petite of the Dead.hex;;;1.0;cobinee;Shoot the zombies before they catch you.;;http://blog.livedoor.jp/cobinee/archives/1908280.html;https://drive.google.com/open?id=0B-h3onC0rh-dZ1Y1TnJrYnNvbUE;;;;
15;Phos;8BitCadeXL/Shooter/Phos Invaders.png;8BitCadeXL/Shooter/Phos Invaders.hex;;;1.0;DLeinHellios;You are the pilot of Phos, the last line of defense against the invading generic alien army. Utilize your only weapon in a futile attempt to outlast the barrage. Points reward your efforts, but they only serve to antagonize our alien overlords. You won't make it out alive, but the points seem to help a little.;;https://dleinhellios.com/projects/phos.html;https://github.com/DLeinHellios/arduboy-phos;;;;
15;Ravine Despoiler;8BitCadeXL/Shooter/RavineDespoiler.png;8BitCadeXL/Shooter/RavineDespoiler.hex;;;1.0;BenUnwired;Based on the Atari arcade game Canyon Bomber. You can speed up or slow down your plane and drop bombs in the canyon to knock out boulders for points. Missing rocks will result in losing points, while hitting multiple boulders at once gives extra points. The game is over when the canyon is emptied. I'm not sure what the theoretical high score is, but my best games have been around 240 with several misses.;;https://community.arduboy.com/t/ravine-despoiler/9284;https://github.com/unwiredben/arduboy-ravine-despoiler/;;;;
15;SFZ;8BitCadeXL/Shooter/SFZ.png;8BitCadeXL/Shooter/SFZ.hex;;;1.0;cobinee;Avoid the enemies as they fly, bounce or roll towards you. Beautifully made!;;http://blog.livedoor.jp/cobinee/archives/1910024.html;https://drive.google.com/open?id=0B-h3onC0rh-dNUZiVmp2cm9hWnc;;;;
15;Siege;8BitCadeXL/Shooter/Siege.png;8BitCadeXL/Shooter/Siege.hex;;;1.0;shdwwzrd;The king needs your help to keep the Dark Lord's army from destroying the kingdom. The Wizards will arrive after the 5th day and the rest of our army will be back in 20 days. The king is counting on you to hold the wall. Hold strong, noble archer, HOLD STRONG!;;https://community.arduboy.com/t/siege-a-neo-retro-game/3453;;na;na;na;
15;Sirene;8BitCadeXL/Shooter/Sirene.png;8BitCadeXL/Shooter/Sirene.hex;;;1.0;Team ARG;There's trouble under the sea, but Nina will fight her way to the heart of it. An aquatic shoot-em-up adventure!;;https://community.arduboy.com/t/sirene-tenth-team-a-r-g-game/2206;;na;na;na;
